rank1	rank2	rank3	rank4	name	#records	#title	#GPS	#uniqueGPS	gbnumber	lat_lon	country
Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Protocystis_thomsoni	1	1	0	0	['AB998890']	[]	['Japan']	[' Molecular Phylogeny of the Widely Distributed Marine Protists, Phaeodaria (Rhizaria, Cercozoa)']
Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Protocystis_tridens	1	1	0	0	['HQ651800']	[]	['Norway']	[' Radiolaria Divided into Polycystina and Spasmaria in Combined 18S and 28S rDNA Phylogeny']
Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Protocystis_vicina	3	1	0	0	['AB998916', 'AB998885', 'AB998884']	[]	['Japan']	[' Molecular Phylogeny of the Widely Distributed Marine Protists, Phaeodaria (Rhizaria, Cercozoa)']
Rhizaria	Cercozoa	Phaeodarea	Phaeogromida	Protocystis_xiphodon	3	2	0	0	['AB218767', 'AB998913', 'AB998912']	[]	['', 'Japan']	[' Phylogenetic position of the small solitary phaeodarians (Radiolaria) based on 18S rDNA sequences by single cell PCR analysis', ' Molecular Phylogeny of the Widely Distributed Marine Protists, Phaeodaria (Rhizaria, Cercozoa)']
Rhizaria	Cercozoa	Phaeodarea	Phaeosphaerida	Aulosphaera_trigonopa	1	1	0	0	['AY266292']	[]	['France']	[" Small-subunit ribosomal RNA gene sequences of Phaeodarea challenge the monophyly of Haeckel's Radiolaria"]
Rhizaria	Cercozoa	Plasmodiophorida	Plasmodiophoridae	Phagomyxa_bellerocheae	1	1	0	0	['AF310903']	[]	['']	[' A phylogenetic analysis of the SSU rRNA from members of the Plasmodiophorida and Phagomyxida']
Rhizaria	Cercozoa	Plasmodiophorida	Plasmodiophoridae	Phagomyxa_odontellae	1	1	0	0	['AF310904']	[]	['']	[' A phylogenetic analysis of the SSU rRNA from members of the Plasmodiophorida and Phagomyxida']
Rhizaria	Cercozoa	Plasmodiophorida	Plasmodiophoridae	Polymyxa_betae	1	1	0	0	['AF310902']	[]	['']	[' A phylogenetic analysis of the SSU rRNA from members of the Plasmodiophorida and Phagomyxida']
Rhizaria	Cercozoa	Plasmodiophorida	Plasmodiophoridae	Sorosphaerula_veronicae	1	1	0	0	['AF310900']	[]	['']	[' A phylogenetic analysis of the SSU rRNA from members of the Plasmodiophorida and Phagomyxida']
Rhizaria	Cercozoa	Pseudodifflugiidae	Pseudodifflugia	Pseudodifflugia_cf_gracilis	1	1	0	0	['AJ418794']	[]	['Germany']	[' Phylogenetic analyses of small subunit ribosomal RNA coding regions reveal a monophyletic lineage of euglyphid testate amoebae (Order Euglyphida)']
Rhizaria	Cercozoa	Reticulamoeba		Reticulamoeba_gemmipara	23	1	0	0	['KC109723', 'KC109722', 'KC109721', 'KC109720', 'KC109719', 'KC109718', 'KC109717', 'KC109716', 'KC109715', 'KC109714', 'KC109665', 'KC109713', 'KC109712', 'KC109711', 'KC109710', 'KC109709', 'KC109708', 'KC109707', 'KC109706', 'KC109705', 'KC109704', 'KC109703', 'KC109664']	[]	['United Kingdom']	[' Reticulamoeba is a long-branched granofilosean (cercozoa) that is missing from sequence databases']
Rhizaria	Cercozoa	Reticulamoeba		Reticulamoeba_minor	22	1	0	0	['KC109676', 'KC109675', 'KC109674', 'KC109673', 'KC109686', 'KC109685', 'KC109684', 'KC109683', 'KC109682', 'KC109681', 'KC109680', 'KC109679', 'KC109678', 'KC109677', 'KC109661', 'KC109672', 'KC109671', 'KC109670', 'KC109669', 'KC109668', 'KC109667', 'KC109666']	[]	['United Kingdom']	[' Reticulamoeba is a long-branched granofilosean (cercozoa) that is missing from sequence databases']
Rhizaria	Cercozoa	Thecofilosea		Mataza_hastifera	1	1	0	0	['AB558956']	[]	['Japan']	[' Mataza hastifera n. g., n. sp.']
Rhizaria	Cercozoa	Thecofilosea	Chlamydophryidae	Rhogostoma_schuessleri	1	1	0	0	['HQ121430']	[]	['']	[' Novel cultured protists identify deep-branching environmental DNA clades of cercozoa']
Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Cryothecomonas_aestivalis	2	1	0	0	['AF290541', 'AF290539']	[]	['']	[' Phylogenetic position of Cryothecomonas inferred from nuclear-encoded small subunit ribosomal RNA']
Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Cryothecomonas_longipes	1	1	0	0	['AF290540']	[]	['']	[' Phylogenetic position of Cryothecomonas inferred from nuclear-encoded small subunit ribosomal RNA']
Rhizaria	Cercozoa	Thecofilosea	Ebriidae	Ebria_tripartita	2	1	0	0	['DQ303923', 'DQ303922']	[]	['']	[' Ebriid phylogeny and the expansion of the Cercozoa']
Rhizaria	Cercozoa	Thecofilosea	Lecythium	Lecythium_terrestris	1	1	0	0	['KP728379']	[]	['Germany']	[' Description of Lecythium terrestris sp. nov. (Chlamydophryidae, Cercozoa), a Soil Dwelling Protist Feeding on Fungi and Algae']
Rhizaria	Cercozoa	Vampyrellida	Vampyrellidae	Arachnula_impatiens	1	1	0	0	['EU567294']	[]	['']	[' Phylogeny of novel naked Filose and Reticulose Cercozoa']
Rhizaria	Cercozoa	Vampyrellida	Vampyrellidae	Leptophrys_vorax	4	1	0	0	['HE609038', 'HE609036', 'HE609037', 'HE609039']	[]	['Germany']	[' Shedding light on vampires']
Rhizaria	Cercozoa	Vampyrellida	Vampyrellidae	Platyreta_germanica	2	1	0	0	['AY941201', 'AY941200']	[]	['Germany']	[' Amoebae - Protists with enigmatic phylogeny']
Rhizaria	Cercozoa	Vampyrellida	Vampyrellidae	Theratromyxa_weberi	1	1	0	0	['GQ377666']	[]	['']	[' Broadly sampled multigene analyses yield a well-resolved eukaryotic tree of life']
Rhizaria	Cercozoa	Vampyrellida	Vampyrellidae	Vampyrella_lateritia	2	1	0	0	['HE609040', 'HE609034']	[]	['Germany']	[' Shedding light on vampires']
Rhizaria	Cercozoa	Vampyrellida	Vampyrellidae	Vampyrella_pendula	2	1	0	0	['HE609041', 'HE609035']	[]	['Germany']	[' Shedding light on vampires']
Rhizaria	Foraminifera	Allogromida	Allogromiidae	Cribrothalammina_alba	2	2	0	0	['AJ318225', 'AJ317984']	[]	['USA']	[' Molecular evidence that Reticulomyxa filosa is a freshwater naked foraminifer', ' The evolution of early Foraminifera']
Rhizaria	Foraminifera	Allogromida	Allogromiidae	Cylindrogullmia_alba	1	1	0	0	['AJ317983']	[]	['Sweden']	[' The evolution of early Foraminifera']
Rhizaria	Foraminifera	Allogromida	Allogromiidae	Edaphoallogromia_australica	1	1	0	0	['AJ311217']	[]	['Australia']	[' Morphological and molecular characterization of a new terrestrial allogromiid species']
Rhizaria	Foraminifera	Allogromida	Allogromiidae	Gloiogullmia_eurystoma	1	1	0	0	['AJ317981']	[]	['Sweden']	[' Molecular phylogeny of allogromiid foraminifera']
Rhizaria	Foraminifera	Allogromida	Allogromiidae	Micrometula_hyalostriata	67	2	0	0	['FR875127', 'FR875126', 'FR875125', 'FR875124', 'FR875123', 'FR875122', 'FR875121', 'FR875120', 'FR875119', 'FR875118', 'FR875117', 'FR875116', 'FR875115', 'FR875114', 'FR875130', 'FR875129', 'FR875128', 'FR875132', 'FR875131', 'HG965943', 'HG965942', 'HG965941', 'HG965940', 'HG965939', 'HG965938', 'HG965937', 'HG965936', 'HG965935', 'HG965934', 'HG965933', 'HG965932', 'HG965931', 'HG965930', 'HG965929', 'HG965928', 'HG965927', 'HG965926', 'HG965925', 'HG965924', 'HG965923', 'HG965922', 'HG965921', 'HG965920', 'HG965919', 'HG965918', 'HG965917', 'HG965916', 'HG965915', 'HG965914', 'HG965913', 'HG965912', 'HG965911', 'HG965910', 'HG965909', 'HG965908', 'HG965907', 'HG965906', 'HG965905', 'HG965904', 'HG965903', 'HG965902', 'HG965901', 'HG965900', 'HG965899', 'HG965898', 'HG965897', 'HG965896']	[]	['Norway', 'Sweden', 'United Kingdom', '']	[' Genetic differentiation between Arctic and Antarctic monothalamous foraminiferans', ' Wide occurrence of SSU rDNA intragenomic polymorphism in foraminifera and its implications for molecular species identification']
Rhizaria	Foraminifera	Allogromida	Allogromiidae	Niveus_flexilis	4	1	0	0	['KF841626', 'KF841625', 'KF841624', 'KF841623']	[]	['USA']	[' A bush, not a tree']
Rhizaria	Foraminifera	Allogromida	Allogromiidae	Phainogullmia_aurata	1	1	0	0	['AJ514849']	[]	['Sweden']	[' The evolution of early Foraminifera']
Rhizaria	Foraminifera	Allogromida	Bathyallogromia	Bathyallogromia_weddellensis	3	1	0	0	['FR875102', 'FR875101', 'FR875100']	[]	['Antarctica']	[' A new monothalamous foraminiferan from 1000-6300 m water depth in the Weddell Sea']
Rhizaria	Foraminifera	Allogromida	Lagynidae	Nemogullmia_longevariabilis	1	1	0	0	['AJ514848']	[]	['Sweden']	[' The evolution of early Foraminifera']
Rhizaria	Foraminifera	Arenoparrella		Arenoparrella_mexicana	1	1	0	0	['AJ307741']	[]	['USA']	[' The evolution of early Foraminifera']
Rhizaria	Foraminifera	Arnoldiellina		Arnoldiellina_fluorescens	3	1	0	0	['HE775249', 'HE775248', 'HE775247']	[]	['Israel']	[' Arnoldiellina fluorescens gen. et sp. nov. - A new green autofluorescent foraminifer from the Gulf of Eilat (Israel)']
Rhizaria	Foraminifera	Carterinida	Carterinidae	Carterina_spiculotesta	11	1	0	0	['HG425257', 'HG425256', 'HG425255', 'HG425254', 'HG425253', 'HG425252', 'HG425251', 'HG425250', 'HG425249', 'HG425213', 'HG425212']	[]	['New Caledonia']	[' Molecular phylogeny of Carterina spiculotesta and related species from New Caledonia']
Rhizaria	Foraminifera	Globothalamea	Robertinida	Hoeglundina_elegans	1	1	0	0	['LN873822']	[]	['']	[' An updated classification of rotaliid foraminifera']
Rhizaria	Foraminifera	Lagenina	Glandulinidae	Glandulina_antarctica	1	1	0	0	['AY179177']	[]	['Antarctica']	[' Unexpected foraminiferal diversity revealed by small-subunit rDNA analysis of Antarctic sediment']
Rhizaria	Foraminifera	Lagenina	Nodosariidae	Dentalina_aphelis	2	1	0	0	['AJ972517', 'AJ972511']	[]	['Greenland']	[' Analysis of benthic foraminifera from the East Greenland Sea']
Rhizaria	Foraminifera	Lituolida	Remaneicidae	Zaninettia_conica	13	1	0	0	['HG425248', 'HG425247', 'HG425246', 'HG425245', 'HG425244', 'HG425243', 'HG425242', 'HG425241', 'HG425240', 'HG425239', 'HG425238', 'HG425215', 'HG425214']	[]	['New Caledonia']	[' Molecular phylogeny of Carterina spiculotesta and related species from New Caledonia']
Rhizaria	Foraminifera	Lituolida	Remaneicidae	Zaninettia_manaarensis	10	1	0	0	['HG425237', 'HG425236', 'HG425235', 'HG425234', 'HG425233', 'HG425232', 'HG425231', 'HG425230', 'HG425229', 'HG425216']	[]	['New Caledonia']	[' Molecular phylogeny of Carterina spiculotesta and related species from New Caledonia']
Rhizaria	Foraminifera	Lituolida	Reophacidae	Leptohalysis_scotti	37	1	0	0	['HG966066', 'HG966065', 'HG966064', 'HG966063', 'HG966062', 'HG966061', 'HG966060', 'HG966059', 'HG966058', 'HG966057', 'HG966056', 'HG966055', 'HG966054', 'HG966053', 'HG966052', 'HG966051', 'HG966050', 'HG966049', 'HG966048', 'HG966047', 'HG966046', 'HG966045', 'HG966044', 'HG966043', 'HG966042', 'HG966041', 'HG966040', 'HG966039', 'HG966038', 'HG966037', 'HG966036', 'HG966035', 'HG966034', 'HG966033', 'HG966032', 'HG966031', 'HG966030']	[]	['']	[' Wide occurrence of SSU rDNA intragenomic polymorphism in foraminifera and its implications for molecular species identification']
Rhizaria	Foraminifera	Miliolida	Miliolina	Amphisorus_kudakajimaensis	9	3	0	0	['AJ278050', 'AJ278051', 'AJ843138', 'AJ843137', 'AJ842181', 'AJ843141', 'AJ843140', 'AJ843139', 'AJ404316']	[]	['Guam', 'Japan']	[' Molecular phylogeny of large miliolid foraminifera (Soritacea Ehrenberg 1839)', ' Molecular evidence for host-symbiont specificity in soritid foraminifera', ' Molecular phylogeny of large miliolid Foraminifera (Soritacea, Ehrenberg 1839)']
Rhizaria	Foraminifera	Miliolida	Miliolina	Androsina_lucasi	1	1	0	0	['AJ404301']	[]	['USA']	[' Molecular phylogeny of large miliolid Foraminifera (Soritacea, Ehrenberg 1839)']
Rhizaria	Foraminifera	Miliolida	Miliolina	Archaias_angulatus	4	3	0	0	['Z69603', 'AJ278047', 'AJ404302', 'AJ278046']	[]	['', 'Puerto Rico', 'USA']	[' Extreme differences in rates of molecular evolution of foraminifera revealed by comparison of ribosomal DNA sequences and the fossil record', ' Molecular Phylogeny of Soritacea', ' Molecular phylogeny of large miliolid Foraminifera (Soritacea, Ehrenberg 1839)']
Rhizaria	Foraminifera	Miliolida	Miliolina	Borelis_pulchra	1	1	0	0	['FM877701']	[]	['USA']	[' Symbiosis in larger foraminifera']
Rhizaria	Foraminifera	Miliolida	Miliolina	Borelis_schlumbergeri	2	2	0	0	['FM877702', 'AJ404295']	[]	['Israel', 'Bermuda']	[' Symbiosis in larger foraminifera', ' Molecular phylogeny of large miliolid Foraminifera (Soritacea, Ehrenberg 1839)']
Rhizaria	Foraminifera	Miliolida	Miliolina	Cornuspira_antarctica	1	1	0	0	['AY435097']	[]	['Antarctica']	[' Unexpected foraminiferal diversity revealed by small-subunit rDNA analysis of Antarctic sediment']
Rhizaria	Foraminifera	Miliolida	Miliolina	Cyclorbiculina_compressa	1	1	0	0	['AJ404303']	[]	['USA']	[' Molecular phylogeny of large miliolid Foraminifera (Soritacea, Ehrenberg 1839)']
Rhizaria	Foraminifera	Miliolida	Miliolina	Dendritina_zhengae	1	1	0	0	['AJ404297']	[]	['Japan']	[' Molecular phylogeny of large miliolid Foraminifera (Soritacea, Ehrenberg 1839)']
Rhizaria	Foraminifera	Miliolida	Miliolina	Laevipeneroplis_bradyi	1	1	0	0	['AJ404298']	[]	['USA']	[' Molecular phylogeny of large miliolid Foraminifera (Soritacea, Ehrenberg 1839)']
Rhizaria	Foraminifera	Miliolida	Miliolina	Laevipeneroplis_karreri	2	1	0	0	['FM877691', 'FM877687']	[]	['Croatia']	[' Symbiosis in larger foraminifera']
Rhizaria	Foraminifera	Miliolida	Miliolina	Laevipeneroplis_proteus	1	1	0	0	['AJ404299']	[]	['USA']	[' Molecular phylogeny of large miliolid Foraminifera (Soritacea, Ehrenberg 1839)']
Rhizaria	Foraminifera	Miliolida	Miliolina	Marginopora_vertebralis	63	6	0	0	['JN575559', 'JN575558', 'JN575557', 'JN575556', 'JN575555', 'AJ278060', 'AJ278058', 'AJ278062', 'AJ278061', 'AJ278059', 'AJ844571', 'AJ844570', 'AJ844569', 'AJ844568', 'AJ844567', 'AJ844566', 'AJ844565', 'AJ844564', 'AJ844563', 'AJ844562', 'AJ844561', 'AJ844560', 'AJ844559', 'AJ844558', 'AJ844557', 'AJ844556', 'AJ842190', 'AJ844583', 'AJ844582', 'AJ844581', 'AJ844580', 'AJ844579', 'AJ844578', 'AJ844577', 'AJ844576', 'AJ844575', 'AJ844574', 'AJ844573', 'AJ844572', 'JN032127', 'JN032126', 'AJ404312', 'KC802043', 'KC802042', 'KC802041', 'KC802040', 'KC802039', 'KC802038', 'KC802037', 'KC802036', 'KC802035', 'KC802034', 'KC802033', 'KC802032', 'KC802031', 'KC802030', 'KC802029', 'KC802028', 'KC802027', 'KC802026', 'KC802025', 'KC802024', 'KC802023']	[]	['Australia', 'Guam', '']	[' Interactive effects of climate change and eutrophication on the dinoflagellate-bearing benthic foraminifer Marginopora vertebralis', ' Molecular phylogeny of large miliolid foraminifera (Soritacea Ehrenberg 1839)', ' Molecular evidence for host-symbiont specificity in soritid foraminifera', ' Phylogeny of Soritid species from the Great Barrier Reef', ' Molecular phylogeny of large miliolid Foraminifera (Soritacea, Ehrenberg 1839)', ' Symbiosis in a giant protist (Marginopora vertebralis, Soritinae)']
Rhizaria	Foraminifera	Miliolida	Miliolina	Massilina_secans	2	2	0	0	['AF533848', 'Z69606']	[]	['']	[' Molecular evolution of some selected benthic foraminifera as inferred from sequences of the small subunit ribosomal DNA', ' Extreme differences in rates of molecular evolution of foraminifera revealed by comparison of ribosomal DNA sequences and the fossil record']
Rhizaria	Foraminifera	Miliolida	Miliolina	Peneroplis_pertusus	5	3	0	0	['AY359172', 'AF533849', 'Z69604', 'FM877689', 'FM877695']	[]	['', 'Croatia', 'USA']	[' Molecular evolution of some selected benthic foraminifera as inferred from sequences of the small subunit ribosomal DNA', ' Extreme differences in rates of molecular evolution of foraminifera revealed by comparison of ribosomal DNA sequences and the fossil record', ' Symbiosis in larger foraminifera']
Rhizaria	Foraminifera	Miliolida	Miliolina	Peneroplis_planatus	4	1	0	0	['FM877697', 'FM877694', 'FM877692', 'FM877693']	[]	['Australia', 'Croatia', 'Israel', 'USA']	[' Symbiosis in larger foraminifera']
Rhizaria	Foraminifera	Miliolida	Miliolina	Pyrgo_peruviana	1	1	0	0	['AY179176']	[]	['Antarctica']	[' Unexpected foraminiferal diversity revealed by small-subunit rDNA analysis of Antarctic sediment']
Rhizaria	Foraminifera	Miliolida	Miliolina	Quinqueloculina_seminulum	1	1	0	0	['FN396828']	[]	['']	[' Symbiosis in larger foraminifera']
Rhizaria	Foraminifera	Miliolida	Miliolina	Spirolina_acicularis	1	1	0	0	['FM877699']	[]	['USA']	[' Symbiosis in larger foraminifera']
Rhizaria	Foraminifera	Miliolida	Miliolina	Spirolina_arietinus	1	1	0	0	['FM877698']	[]	['USA']	[' Symbiosis in larger foraminifera']
Rhizaria	Foraminifera	Monothalamids	Allogromia	Allogromia_crystallifera	1	1	0	0	['AJ317986']	[]	['Sweden']	[' The evolution of early Foraminifera']
Rhizaria	Foraminifera	Monothalamids	Allogromia	Allogromia_laticollaris	5	3	0	0	['KC790540', 'AJ311218', 'HQ698152', 'HQ698151', 'HQ698150']	[]	['USA', '']	[' Insights into foraminiferal influences on microfabrics of microbialites at Highborne Cay, Bahamas', ' Morphological and molecular characterization of a new terrestrial allogromiid species', ' Classification of Foraminifera']
Rhizaria	Foraminifera	Monothalamids	Astrammina	Astrammina_rara	2	2	0	0	['Z69608', 'AF411218']	[]	['', 'Antarctica']	[' Extreme differences in rates of molecular evolution of foraminifera revealed by comparison of ribosomal DNA sequences and the fossil record', ' Molecular Data Reveal High Taxonomic Diversity of Allogromiid Foraminifera in Explorers Cove (McMurdo Sound, Antarctica)']
Rhizaria	Foraminifera	Monothalamids	Astrammina	Astrammina_triangularis	1	1	0	0	['Z69609']	[]	['']	[' Extreme differences in rates of molecular evolution of foraminifera revealed by comparison of ribosomal DNA sequences and the fossil record']
Rhizaria	Foraminifera	Monothalamids	Crithionina	Crithionina_delacai	3	2	0	0	['AJ317988', 'AJ307867', 'AJ307868']	[]	['Antarctica']	[' The evolution of early Foraminifera', ' Direct Submission']
Rhizaria	Foraminifera	Monothalamids	Crithionina	Crithionina_granum	1	1	0	0	['AJ317987']	[]	['Sweden']	[' The evolution of early Foraminifera']
Rhizaria	Foraminifera	Monothalamids	Crithionina	Crithionina_mamilla	1	1	0	0	['AJ307759']	[]	['Antarctica']	[' The evolution of early Foraminifera']
Rhizaria	Foraminifera	Monothalamids	Notodendrodes	Notodendrodes_antarctikos	1	1	0	0	['AJ311213']	[]	['Antarctica']	[' Morphological and molecular characterization of a new terrestrial allogromiid species']
Rhizaria	Foraminifera	Monothalamids	Notodendrodes	Notodendrodes_hyalinosphaira	46	2	0	0	['AJ311214', 'HG966029', 'HG966028', 'HG966027', 'HG966026', 'HG966025', 'HG966024', 'HG966023', 'HG966022', 'HG966021', 'HG966020', 'HG966019', 'HG966018', 'HG966017', 'HG966016', 'HG966015', 'HG966014', 'HG966013', 'HG966012', 'HG966011', 'HG966010', 'HG966009', 'HG966008', 'HG966007', 'HG966006', 'HG966005', 'HG966004', 'HG966003', 'HG966002', 'HG966001', 'HG966000', 'HG965999', 'HG965998', 'HG965997', 'HG965996', 'HG965995', 'HG965994', 'HG965993', 'HG965992', 'HG965991', 'HG965990', 'HG965989', 'HG965988', 'HG965987', 'HG965986', 'HG965985']	[]	['Antarctica', '']	[' Morphological and molecular characterization of a new terrestrial allogromiid species', ' Wide occurrence of SSU rDNA intragenomic polymorphism in foraminifera and its implications for molecular species identification']
Rhizaria	Foraminifera	Monothalamids	Psammophaga	Psammophaga_sapela	6	2	0	0	['JX645726', 'JX645725', 'JX645724', 'JX645723', 'JX645722', 'HM584698']	[]	['']	[' Psammophaga sapela n. sp. a new monothalamous foraminiferan from coastal Georgia, U.S.A.', ' Fine structural observations on Psammophaga sapela nov. sp. from coastal Georgia, USA']
Rhizaria	Foraminifera	Monothalamids	Psammophaga	Psammophaga_simplora	1	1	0	0	['AJ317985']	[]	['USA']	[' The evolution of early Foraminifera']
Rhizaria	Foraminifera	Monothalamids	Reticulomyxidae	Dracomyxa_pallida	1	1	0	0	['JN571739']	[]	['Germany']	[' Dracomyxa pallida gen. et sp. nov.']
Rhizaria	Foraminifera	Monothalamids	Reticulomyxidae	Reticulomyxa_filosa	2	2	0	0	['AJ132367', 'AJ311219']	[]	['', 'Germany']	[' Naked foraminiferans revealed', ' Morphological and molecular characterization of a new terrestrial allogromiid species']
Rhizaria	Foraminifera	Rotaliida	Asterigerinoidea	Asterigerina_carinata	9	1	0	0	['LN851696', 'LN851695', 'LN851694', 'LN851693', 'LN851692', 'LN851691', 'LN851690', 'LN851689', 'LN851688']	[]	['Dominican Republic']	[' An updated classification of rotaliid foraminifera']
Rhizaria	Foraminifera	Rotaliida	Bolivinacea	Bolivina_argentea	1	1	0	0	['JQ013745']	[]	['USA']	[' Diverse Benthic Foraminifera Play Different Roles in Sedimentary Nitrate Storge and Respiration']
Rhizaria	Foraminifera	Rotaliida	Bolivinacea	Bolivina_cacozela	4	1	0	0	['LN886736', 'LN886735', 'LN886734', 'LN886733']	[]	['']	[' An updated classification of rotaliid foraminifera']
Rhizaria	Foraminifera	Rotaliida	Bolivinacea	Bolivina_skagerrakensis	6	2	0	0	['FJ705914', 'FJ705905', 'FR754371', 'FR754370', 'FR754369', 'FR754368']	[]	['', 'Norway']	[' Molecular phylogeny of Cibicides, Cibicidoides and related genera (Rotaliida, Foraminifera)', ' Classification of foraminifera']
Rhizaria	Foraminifera	Rotaliida	Bolivinacea	Bolivina_spathulata	4	2	0	0	['AJ318227', 'AY465837', 'AY465836', 'AY465835']	[]	['Sweden', '']	[' Molecular evidence that Reticulomyxa filosa is a freshwater naked foraminifer', ' Molecular evolution of some selected benthic foraminifera as inferred from sequences of the small subunit ribosomal DNA']
Rhizaria	Foraminifera	Rotaliida	Bolivinacea	Bolivina_subaenariensis	6	2	0	0	['AY465841', 'AY465840', 'AY465839', 'AY465838', 'FM999836', 'FM999835']	[]	['', 'Pacific Ocean']	[' Molecular evolution of some selected benthic foraminifera as inferred from sequences of the small subunit ribosomal DNA', ' Using multiple analysis and non-hierarchical clustering for genotyping of foraminifers']
Rhizaria	Foraminifera	Rotaliida	Bolivinacea	Bolivina_variabilis	108	4	0	0	['AY210769', 'AY210768', 'AY359142', 'AY359141', 'AY359140', 'AY359139', 'AY359138', 'AY359137', 'AY359136', 'AY359135', 'AY359134', 'AY359133', 'AY359132', 'AY359131', 'AF533836', 'HG966530', 'HG966529', 'HG966528', 'HG966527', 'HG966526', 'HG966525', 'HG966524', 'HG966523', 'HG966522', 'HG966521', 'HG966520', 'HG966519', 'HG966518', 'HG966517', 'HG966516', 'HG966515', 'HG966514', 'HG966513', 'HG966512', 'HG966511', 'HG966510', 'HG966509', 'HG966508', 'HG966507', 'HG966506', 'HG966505', 'HG966504', 'HG966503', 'HG966502', 'HG966501', 'HG966500', 'HG966499', 'HG966498', 'HG966497', 'HG966496', 'HG966495', 'HG966494', 'HG966493', 'HG966492', 'HG966491', 'HG966490', 'HG966489', 'HG966488', 'HG966487', 'HG966486', 'HG966485', 'HG966484', 'HG966483', 'HG966482', 'HG966481', 'HG966480', 'HG966479', 'HG966478', 'HG966477', 'HG966476', 'HG966475', 'HG966474', 'HG966473', 'HG966472', 'HG966471', 'HG966470', 'HG966469', 'HG966468', 'HG966467', 'HG966466', 'HG966465', 'HG966464', 'HG966463', 'HG966462', 'HG966461', 'HG966460', 'HG966459', 'HG966458', 'HG966457', 'HG966456', 'HG966455', 'HG966454', 'HG966453', 'HG966452', 'HG966451', 'HG966450', 'HG966449', 'HG966448', 'HG966447', 'HG966446', 'HG966445', 'HG966444', 'HG966443', 'FR839733', 'FR839732', 'FM999860', 'FM999859', 'FM999837']	[]	['Netherlands Antilles', '', 'France', 'Atlantic Ocean', 'Indian Ocean']	[' Molecular evolution of some selected benthic foraminifera as inferred from sequences of the small subunit ribosomal DNA', ' Wide occurrence of SSU rDNA intragenomic polymorphism in foraminifera and its implications for molecular species identification', ' Molecular phylogeny and higher level classification of foraminifera', ' Using multiple analysis and non-hierarchical clustering for genotyping of foraminifers']
Rhizaria	Foraminifera	Rotaliida	Bolivinacea	Brizalina_alata	1	1	0	0	['AF533837']	[]	['']	[' Molecular evolution of some selected benthic foraminifera as inferred from sequences of the small subunit ribosomal DNA']
Rhizaria	Foraminifera	Rotaliida	Bolivinacea	Streptochilus_globigerus	19	1	0	0	['GQ265805', 'GQ265804', 'GQ265803', 'GQ265802', 'GQ265801', 'GQ265800', 'GQ265799', 'GQ265798', 'GQ265797', 'GQ265796', 'GQ265795', 'GQ265794', 'GQ265793', 'GQ265792', 'GQ265791', 'GQ265790', 'GQ265789', 'GQ265788', 'GQ265787']	[]	['']	[' Surviving mass extinction by bridging the benthic/planktic divide']
Rhizaria	Foraminifera	Rotaliida	Buliminacea	Bulimina_aculeata	7	3	0	0	['AY359143', 'AF533838', 'AY488867', 'AY488866', 'FM999839', 'FM999838', 'LN873748']	[]	['', 'Pacific Ocean']	[' Molecular evolution of some selected benthic foraminifera as inferred from sequences of the small subunit ribosomal DNA', ' Using multiple analysis and non-hierarchical clustering for genotyping of foraminifers', ' An updated classification of rotaliid foraminifera']
Rhizaria	Foraminifera	Rotaliida	Buliminacea	Bulimina_marginata	7	4	0	0	['DQ408646', 'AY934748', 'AY934747', 'LN873754', 'LN873753', 'LN873752', 'DQ205389']	[]	['']	[' Evolution and molecular phylogeny of Cibicides and Uvigerina (Rotaliida, Foraminifera)', ' Molecular phylogeny of the foraminiferal genus Uvigerina based on ribosomal DNA sequences', ' An updated classification of rotaliid foraminifera', ' Molecular evidence for monophyly of Cibicides, Cibicidoides and related genera (calcareous foraminifera) through SSU rDNA sequences']
Rhizaria	Foraminifera	Rotaliida	Buliminacea	Buliminella_elegantissima	4	2	0	0	['DQ452702', 'LN873751', 'LN873750', 'LN873749']	[]	['']	[' Evolution and molecular phylogeny of Cibicides and Uvigerina (Rotaliida, Foraminifera)', ' An updated classification of rotaliid foraminifera']
Rhizaria	Foraminifera	Rotaliida	Buliminacea	Buliminella_tenuata	3	2	0	0	['JQ013744', 'JQ013743', 'LN873757']	[]	['USA', '']	[' Diverse Benthic Foraminifera Play Different Roles in Sedimentary Nitrate Storge and Respiration', ' An updated classification of rotaliid foraminifera']
Rhizaria	Foraminifera	Rotaliida	Buliminacea	Globobulimina_affinis	4	1	0	0	['AY465850', 'AY465849', 'AY465848', 'AF533844']	[]	['']	[' Molecular evolution of some selected benthic foraminifera as inferred from sequences of the small subunit ribosomal DNA']
Rhizaria	Foraminifera	Rotaliida	Buliminacea	Globobulimina_pseudospinescens	6	1	0	0	['AY210773', 'AY359165', 'AY359164', 'AY359163', 'AF533846', 'AF533845']	[]	['']	[' Molecular evolution of some selected benthic foraminifera as inferred from sequences of the small subunit ribosomal DNA']
